date,city,timezone,electricity_demand_mw
2021-03-26,Boston,Central,56190
2021-03-26,Boston,Eastern,56213
2021-03-26,Boston,Mountain,56163
2021-03-26,Boston,Pacific,56136
2021-03-26,Chicago,Arizona,237654
2021-03-26,Chicago,Central,237865
2021-03-26,Chicago,Eastern,237985
2021-03-26,Chicago,Mountain,237762
2021-03-26,Chicago,Pacific,237654
2021-03-25,Boston,Arizona,56618
2021-03-25,Boston,Central,56639
2021-03-25,Boston,Eastern,56644
2021-03-25,Boston,Mountain,56633
2021-03-25,Boston,Pacific,56618
2021-03-25,Chicago,Arizona,233048
2021-03-25,Chicago,Central,232096
2021-03-25,Chicago,Eastern,231587
2021-03-25,Chicago,Mountain,232592
2021-03-25,Chicago,Pacific,233048
2021-03-24,Boston,Arizona,56132
2021-03-24,Boston,Central,56153
2021-03-24,Boston,Eastern,56145
2021-03-24,Boston,Mountain,56146
2021-03-24,Boston,Pacific,56132
2021-03-24,Chicago,Arizona,227377
2021-03-24,Chicago,Central,227092
2021-03-24,Chicago,Eastern,227043
2021-03-24,Chicago,Mountain,227229
2021-03-24,Chicago,Pacific,227377
2021-03-23,Boston,Arizona,55661
2021-03-23,Boston,Central,55743
2021-03-23,Boston,Eastern,55782
2021-03-23,Boston,Mountain,55704
2021-03-23,Boston,Pacific,55661
2021-03-23,Chicago,Arizona,227450
2021-03-23,Chicago,Central,227520
2021-03-23,Chicago,Eastern,227399
2021-03-23,Chicago,Mountain,227510
2021-03-23,Chicago,Pacific,227450
2021-03-22,Boston,Arizona,56410
2021-03-22,Boston,Central,56441
2021-03-22,Boston,Eastern,56460
2021-03-22,Boston,Mountain,56430
2021-03-22,Boston,Pacific,56410
2021-03-22,Chicago,Arizona,223879
2021-03-22,Chicago,Central,223527
2021-03-22,Chicago,Eastern,223274
2021-03-22,Chicago,Mountain,223696
2021-03-22,Chicago,Pacific,223879
2021-03-21,Boston,Arizona,52424
2021-03-21,Boston,Central,52566
2021-03-21,Boston,Eastern,52645
2021-03-21,Boston,Mountain,52487
2021-03-21,Boston,Pacific,52424
2021-03-21,Chicago,Arizona,202169
2021-03-21,Chicago,Central,202900
2021-03-21,Chicago,Eastern,203288
2021-03-21,Chicago,Mountain,202558
2021-03-21,Chicago,Pacific,202169
2021-03-20,Boston,Arizona,54970
2021-03-20,Boston,Central,55334
2021-03-20,Boston,Eastern,55523
2021-03-20,Boston,Mountain,55149
2021-03-20,Boston,Pacific,54970
2021-03-20,Chicago,Arizona,216283
2021-03-20,Chicago,Central,217671
2021-03-20,Chicago,Eastern,218512
2021-03-20,Chicago,Mountain,216937
2021-03-20,Chicago,Pacific,216283
2021-03-19,Boston,Arizona,61274
2021-03-19,Boston,Central,61067
2021-03-19,Boston,Eastern,60955
2021-03-19,Boston,Mountain,61175
2021-03-19,Boston,Pacific,61274
2021-03-19,Chicago,Arizona,243086
2021-03-19,Chicago,Central,243533
2021-03-19,Chicago,Eastern,243735
2021-03-19,Chicago,Mountain,243322
2021-03-19,Chicago,Pacific,243086
2021-03-18,Boston,Arizona,61918
2021-03-18,Boston,Central,61869
2021-03-18,Boston,Eastern,61841
2021-03-18,Boston,Mountain,61894
2021-03-18,Boston,Pacific,61918
2021-03-18,Chicago,Arizona,256020
2021-03-18,Chicago,Central,256389
2021-03-18,Chicago,Eastern,256609
2021-03-18,Chicago,Mountain,256179
2021-03-18,Chicago,Pacific,256020
2021-03-17,Boston,Arizona,60501
2021-03-17,Boston,Central,60845
2021-03-17,Boston,Eastern,61013
2021-03-17,Boston,Mountain,60672
2021-03-17,Boston,Pacific,60501
2021-03-17,Chicago,Arizona,256914
2021-03-17,Chicago,Central,256258
2021-03-17,Chicago,Eastern,255892
2021-03-17,Chicago,Mountain,256620
2021-03-17,Chicago,Pacific,256914
2021-03-16,Boston,Arizona,66549
2021-03-16,Boston,Central,67029
2021-03-16,Boston,Eastern,67277
2021-03-16,Boston,Mountain,66788
2021-03-16,Boston,Pacific,66549
2021-03-16,Chicago,Arizona,253817
2021-03-16,Chicago,Central,254154
2021-03-16,Chicago,Eastern,254410
2021-03-16,Chicago,Mountain,253963
2021-03-16,Chicago,Pacific,253817
2021-03-15,Boston,Arizona,69490
2021-03-15,Boston,Central,69208
2021-03-15,Boston,Eastern,69049
2021-03-15,Boston,Mountain,69361
2021-03-15,Boston,Pacific,69490
2021-03-15,Chicago,Arizona,261813
2021-03-15,Chicago,Central,260711
2021-03-15,Chicago,Eastern,259952
2021-03-15,Chicago,Mountain,261294
2021-03-15,Chicago,Pacific,261813
2021-03-14,Boston,Arizona,58041
2021-03-14,Boston,Central,55439
2021-03-14,Boston,Eastern,55189
2021-03-14,Boston,Mountain,55700
2021-03-14,Boston,Pacific,55993
2021-03-14,Chicago,Arizona,211916
2021-03-14,Chicago,Central,202526
2021-03-14,Chicago,Eastern,201815
2021-03-14,Chicago,Mountain,203276
2021-03-14,Chicago,Pacific,203958
2021-03-13,Boston,Arizona,55080
2021-03-13,Boston,Central,54983
2021-03-13,Boston,Eastern,54865
2021-03-13,Boston,Mountain,55080
2021-03-13,Boston,Pacific,55157
2021-03-13,Chicago,Arizona,211485
2021-03-13,Chicago,Central,212198
2021-03-13,Chicago,Eastern,212919
2021-03-13,Chicago,Mountain,211485
2021-03-13,Chicago,Pacific,210873
2021-03-12,Boston,Arizona,55138
2021-03-12,Boston,Central,55070
2021-03-12,Boston,Eastern,55020
2021-03-12,Boston,Mountain,55138
2021-03-12,Boston,Pacific,55229
2021-03-12,Chicago,Arizona,231506
2021-03-12,Chicago,Central,231307
2021-03-12,Chicago,Eastern,231122
2021-03-12,Chicago,Mountain,231506
2021-03-12,Chicago,Pacific,231693
2021-03-11,Boston,Arizona,58470
2021-03-11,Boston,Central,58621
2021-03-11,Boston,Eastern,58766
2021-03-11,Boston,Mountain,58470
2021-03-11,Boston,Pacific,58303
2021-03-11,Chicago,Arizona,226742
2021-03-11,Chicago,Central,226510
2021-03-11,Chicago,Eastern,226317
2021-03-11,Chicago,Mountain,226742
2021-03-11,Chicago,Pacific,227003
2021-03-10,Boston,Arizona,59412
2021-03-10,Boston,Central,59429
2021-03-10,Boston,Eastern,59434
2021-03-10,Boston,Mountain,59412
2021-03-10,Boston,Pacific,59390
2021-03-10,Chicago,Arizona,231678
2021-03-10,Chicago,Central,231764
2021-03-10,Chicago,Eastern,231854
2021-03-10,Chicago,Mountain,231678
2021-03-10,Chicago,Pacific,231578
2021-03-09,Boston,Arizona,60094
2021-03-09,Boston,Central,60222
2021-03-09,Boston,Eastern,60370
2021-03-09,Boston,Mountain,60094
2021-03-09,Boston,Pacific,59976
2021-03-09,Chicago,Arizona,232672
2021-03-09,Chicago,Central,232840
2021-03-09,Chicago,Eastern,232984
2021-03-09,Chicago,Mountain,232672
2021-03-09,Chicago,Pacific,232465
2021-03-08,Boston,Arizona,64821
2021-03-08,Boston,Central,64931
2021-03-08,Boston,Eastern,65018
2021-03-08,Boston,Mountain,64821
2021-03-08,Boston,Pacific,64693
2021-03-08,Chicago,Arizona,233418
2021-03-08,Chicago,Central,233352
2021-03-08,Chicago,Eastern,233224
2021-03-08,Chicago,Mountain,233418
2021-03-08,Chicago,Pacific,233446
2021-03-07,Boston,Arizona,61573
2021-03-07,Boston,Central,61628
2021-03-07,Boston,Eastern,61698
2021-03-07,Boston,Mountain,61573
2021-03-07,Boston,Pacific,61538
2021-03-07,Chicago,Arizona,217131
2021-03-07,Chicago,Central,217570
2021-03-07,Chicago,Eastern,217974
2021-03-07,Chicago,Mountain,217131
2021-03-07,Chicago,Pacific,216718
2021-03-06,Boston,Arizona,62902
2021-03-06,Boston,Central,62934
2021-03-06,Boston,Eastern,62971
2021-03-06,Boston,Mountain,62902
2021-03-06,Boston,Pacific,62861
2021-03-06,Chicago,Arizona,226389
2021-03-06,Chicago,Central,226662
2021-03-06,Chicago,Eastern,227024
2021-03-06,Chicago,Mountain,226389
2021-03-06,Chicago,Pacific,226126
2021-03-05,Boston,Arizona,68017
2021-03-05,Boston,Central,68022
2021-03-05,Boston,Eastern,68014
2021-03-05,Boston,Mountain,68017
2021-03-05,Boston,Pacific,68011
2021-03-05,Chicago,Arizona,249176
2021-03-05,Chicago,Central,249657
2021-03-05,Chicago,Eastern,250180
2021-03-05,Chicago,Mountain,249176
2021-03-05,Chicago,Pacific,248751
2021-03-04,Boston,Arizona,65035
2021-03-04,Boston,Central,64795
2021-03-04,Boston,Eastern,64567
2021-03-04,Boston,Mountain,65035
2021-03-04,Boston,Pacific,65278
2021-03-04,Chicago,Arizona,253688
2021-03-04,Chicago,Central,253121
2021-03-04,Chicago,Eastern,252472
2021-03-04,Chicago,Mountain,253688
2021-03-04,Chicago,Pacific,254213
2021-03-03,Boston,Arizona,65729
2021-03-03,Boston,Central,66041
2021-03-03,Boston,Eastern,66360
2021-03-03,Boston,Mountain,65729
2021-03-03,Boston,Pacific,65423
2021-03-03,Chicago,Arizona,242796
2021-03-03,Chicago,Central,242977
2021-03-03,Chicago,Eastern,243221
2021-03-03,Chicago,Mountain,242796
2021-03-03,Chicago,Pacific,242596
2021-03-02,Boston,Arizona,71565
2021-03-02,Boston,Central,71471
2021-03-02,Boston,Eastern,71351
2021-03-02,Boston,Mountain,71565
2021-03-02,Boston,Pacific,71618
2021-03-02,Chicago,Arizona,258449
2021-03-02,Chicago,Central,259011
2021-03-02,Chicago,Eastern,259507
2021-03-02,Chicago,Mountain,258449
2021-03-02,Chicago,Pacific,257846
2021-03-01,Boston,Arizona,65179
2021-03-01,Boston,Central,64908
2021-03-01,Boston,Eastern,64654
2021-03-01,Boston,Mountain,65179
2021-03-01,Boston,Pacific,65487
2021-03-01,Chicago,Arizona,257325
2021-03-01,Chicago,Central,256528
2021-03-01,Chicago,Eastern,255658
2021-03-01,Chicago,Mountain,257325
2021-03-01,Chicago,Pacific,258069
2021-02-28,Boston,Arizona,59144
2021-02-28,Boston,Central,59203
2021-02-28,Boston,Eastern,59257
2021-02-28,Boston,Mountain,59144
2021-02-28,Boston,Pacific,59109
2021-02-28,Chicago,Arizona,222378
2021-02-28,Chicago,Central,221995
2021-02-28,Chicago,Eastern,221739
2021-02-28,Chicago,Mountain,222378
2021-02-28,Chicago,Pacific,222855
2021-02-27,Boston,Arizona,61630
2021-02-27,Boston,Central,61694
2021-02-27,Boston,Eastern,61770
2021-02-27,Boston,Mountain,61630
2021-02-27,Boston,Pacific,61554
2021-02-27,Chicago,Arizona,223496
2021-02-27,Chicago,Central,224075
2021-02-27,Chicago,Eastern,224721
2021-02-27,Chicago,Mountain,223496
2021-02-27,Chicago,Pacific,222975
2021-02-26,Boston,Arizona,63259
2021-02-26,Boston,Central,63246
2021-02-26,Boston,Eastern,63219
2021-02-26,Boston,Mountain,63259
2021-02-26,Boston,Pacific,63250
2021-02-26,Chicago,Arizona,253287
2021-02-26,Chicago,Central,253607
2021-02-26,Chicago,Eastern,253854
2021-02-26,Chicago,Mountain,253287
2021-02-26,Chicago,Pacific,252916
2021-02-25,Boston,Arizona,61510
2021-02-25,Boston,Central,61360
2021-02-25,Boston,Eastern,61226
2021-02-25,Boston,Mountain,61510
2021-02-25,Boston,Pacific,61678
2021-02-25,Chicago,Arizona,255886
2021-02-25,Chicago,Central,255806
2021-02-25,Chicago,Eastern,255725
2021-02-25,Chicago,Mountain,255886
2021-02-25,Chicago,Pacific,255943
2021-02-24,Boston,Arizona,61709
2021-02-24,Boston,Central,61828
2021-02-24,Boston,Eastern,61943
2021-02-24,Boston,Mountain,61709
2021-02-24,Boston,Pacific,61581
2021-02-24,Chicago,Arizona,253699
2021-02-24,Chicago,Central,253561
2021-02-24,Chicago,Eastern,253417
2021-02-24,Chicago,Mountain,253699
2021-02-24,Chicago,Pacific,253873
2021-02-23,Boston,Arizona,64813
2021-02-23,Boston,Central,64900
2021-02-23,Boston,Eastern,64980
2021-02-23,Boston,Mountain,64813
2021-02-23,Boston,Pacific,64729
2021-02-23,Chicago,Arizona,254469
2021-02-23,Chicago,Central,254912
2021-02-23,Chicago,Eastern,255400
2021-02-23,Chicago,Mountain,254469
2021-02-23,Chicago,Pacific,254044
2021-02-22,Boston,Arizona,69898
2021-02-22,Boston,Central,70067
2021-02-22,Boston,Eastern,70225
2021-02-22,Boston,Mountain,69898
2021-02-22,Boston,Pacific,69705
2021-02-22,Chicago,Arizona,272048
2021-02-22,Chicago,Central,271964
2021-02-22,Chicago,Eastern,271762
2021-02-22,Chicago,Mountain,272048
2021-02-22,Chicago,Pacific,272057
2021-02-21,Boston,Arizona,65596
2021-02-21,Boston,Central,65627
2021-02-21,Boston,Eastern,65664
2021-02-21,Boston,Mountain,65596
2021-02-21,Boston,Pacific,65591
2021-02-21,Chicago,Arizona,253820
2021-02-21,Chicago,Central,254452
2021-02-21,Chicago,Eastern,255137
2021-02-21,Chicago,Mountain,253820
2021-02-21,Chicago,Pacific,253245
2021-02-20,Boston,Arizona,66418
2021-02-20,Boston,Central,66367
2021-02-20,Boston,Eastern,66351
2021-02-20,Boston,Mountain,66418
2021-02-20,Boston,Pacific,66469
2021-02-20,Chicago,Arizona,267062
2021-02-20,Chicago,Central,267762
2021-02-20,Chicago,Eastern,268463
2021-02-20,Chicago,Mountain,267062
2021-02-20,Chicago,Pacific,266411
2021-02-19,Boston,Arizona,71209
2021-02-19,Boston,Central,71198
2021-02-19,Boston,Eastern,71165
2021-02-19,Boston,Mountain,71209
2021-02-19,Boston,Pacific,71208
2021-02-19,Chicago,Arizona,290065
2021-02-19,Chicago,Central,289791
2021-02-19,Chicago,Eastern,289580
2021-02-19,Chicago,Mountain,290065
2021-02-19,Chicago,Pacific,290244
2021-02-18,Boston,Arizona,70692
2021-02-18,Boston,Central,70705
2021-02-18,Boston,Eastern,70725
2021-02-18,Boston,Mountain,70692
2021-02-18,Boston,Pacific,70689
2021-02-18,Chicago,Arizona,285895
2021-02-18,Chicago,Central,285923
2021-02-18,Chicago,Eastern,285955
2021-02-18,Chicago,Mountain,285895
2021-02-18,Chicago,Pacific,285900
2021-02-17,Boston,Arizona,68984
2021-02-17,Boston,Central,68893
2021-02-17,Boston,Eastern,68771
2021-02-17,Boston,Mountain,68984
2021-02-17,Boston,Pacific,69060
2021-02-17,Chicago,Arizona,293191
2021-02-17,Chicago,Central,293518
2021-02-17,Chicago,Eastern,293819
2021-02-17,Chicago,Mountain,293191
2021-02-17,Chicago,Pacific,292845
2021-02-16,Boston,Arizona,67394
2021-02-16,Boston,Central,67395
2021-02-16,Boston,Eastern,67428
2021-02-16,Boston,Mountain,67394
2021-02-16,Boston,Pacific,67415
2021-02-16,Chicago,Arizona,296819
2021-02-16,Chicago,Central,297281
2021-02-16,Chicago,Eastern,297756
2021-02-16,Chicago,Mountain,296819
2021-02-16,Chicago,Pacific,296426
2021-02-15,Boston,Arizona,68190
2021-02-15,Boston,Central,68162
2021-02-15,Boston,Eastern,68119
2021-02-15,Boston,Mountain,68190
2021-02-15,Boston,Pacific,68202
2021-02-15,Chicago,Arizona,312903
2021-02-15,Chicago,Central,313048
2021-02-15,Chicago,Eastern,313109
2021-02-15,Chicago,Mountain,312903
2021-02-15,Chicago,Pacific,312698
2021-02-14,Boston,Arizona,64847
2021-02-14,Boston,Central,64949
2021-02-14,Boston,Eastern,65064
2021-02-14,Boston,Mountain,64847
2021-02-14,Boston,Pacific,64763
2021-02-14,Chicago,Arizona,292999
2021-02-14,Chicago,Central,292976
2021-02-14,Chicago,Eastern,292960
2021-02-14,Chicago,Mountain,292999
2021-02-14,Chicago,Pacific,293057
2021-02-13,Boston,Arizona,68150
2021-02-13,Boston,Central,68255
2021-02-13,Boston,Eastern,68360
2021-02-13,Boston,Mountain,68150
2021-02-13,Boston,Pacific,68043
2021-02-13,Chicago,Arizona,292050
2021-02-13,Chicago,Central,291822
2021-02-13,Chicago,Eastern,291728
2021-02-13,Chicago,Mountain,292050
2021-02-13,Chicago,Pacific,292252
2021-02-12,Boston,Arizona,73689
2021-02-12,Boston,Central,73728
2021-02-12,Boston,Eastern,73745
2021-02-12,Boston,Mountain,73689
2021-02-12,Boston,Pacific,73624
2021-02-12,Chicago,Arizona,298745
2021-02-12,Chicago,Central,298492
2021-02-12,Chicago,Eastern,298136
2021-02-12,Chicago,Mountain,298745
2021-02-12,Chicago,Pacific,299053
2021-02-11,Boston,Arizona,71518
2021-02-11,Boston,Central,71413
2021-02-11,Boston,Eastern,71327
2021-02-11,Boston,Mountain,71518
2021-02-11,Boston,Pacific,71642
2021-02-11,Chicago,Arizona,303704
2021-02-11,Chicago,Central,303952
2021-02-11,Chicago,Eastern,304159
2021-02-11,Chicago,Mountain,303704
2021-02-11,Chicago,Pacific,303385
2021-02-10,Boston,Arizona,71681
2021-02-10,Boston,Central,71681
2021-02-10,Boston,Eastern,71667
2021-02-10,Boston,Mountain,71681
2021-02-10,Boston,Pacific,71664
2021-02-10,Chicago,Arizona,304990
2021-02-10,Chicago,Central,304931
2021-02-10,Chicago,Eastern,304950
2021-02-10,Chicago,Mountain,304990
2021-02-10,Chicago,Pacific,305091
2021-02-09,Boston,Arizona,72648
2021-02-09,Boston,Central,72676
2021-02-09,Boston,Eastern,72723
2021-02-09,Boston,Mountain,72648
2021-02-09,Boston,Pacific,72642
2021-02-09,Chicago,Arizona,302904
2021-02-09,Chicago,Central,302860
2021-02-09,Chicago,Eastern,302821
2021-02-09,Chicago,Mountain,302904
2021-02-09,Chicago,Pacific,302957
2021-02-08,Boston,Arizona,71851
2021-02-08,Boston,Central,71772
2021-02-08,Boston,Eastern,71659
2021-02-08,Boston,Mountain,71851
2021-02-08,Boston,Pacific,71896
2021-02-08,Chicago,Arizona,306283
2021-02-08,Chicago,Central,306191
2021-02-08,Chicago,Eastern,306084
2021-02-08,Chicago,Mountain,306283
2021-02-08,Chicago,Pacific,306331
2021-02-07,Boston,Arizona,66150
2021-02-07,Boston,Central,66060
2021-02-07,Boston,Eastern,65993
2021-02-07,Boston,Mountain,66150
2021-02-07,Boston,Pacific,66275
2021-02-07,Chicago,Arizona,286950
2021-02-07,Chicago,Central,287008
2021-02-07,Chicago,Eastern,286966
2021-02-07,Chicago,Mountain,286950
2021-02-07,Chicago,Pacific,286846
2021-02-06,Boston,Arizona,62293
2021-02-06,Boston,Central,62262
2021-02-06,Boston,Eastern,62236
2021-02-06,Boston,Mountain,62293
2021-02-06,Boston,Pacific,62325
2021-02-06,Chicago,Arizona,284453
2021-02-06,Chicago,Central,284520
2021-02-06,Chicago,Eastern,284686
2021-02-06,Chicago,Mountain,284453
2021-02-06,Chicago,Pacific,284520
2021-02-05,Boston,Arizona,68381
2021-02-05,Boston,Central,68471
2021-02-05,Boston,Eastern,68549
2021-02-05,Boston,Mountain,68381
2021-02-05,Boston,Pacific,68278
2021-02-05,Chicago,Arizona,297107
2021-02-05,Chicago,Central,296515
2021-02-05,Chicago,Eastern,295879
2021-02-05,Chicago,Mountain,297107
2021-02-05,Chicago,Pacific,297568
2021-02-04,Boston,Arizona,68369
2021-02-04,Boston,Central,68328
2021-02-04,Boston,Eastern,68299
2021-02-04,Boston,Mountain,68369
2021-02-04,Boston,Pacific,68415
2021-02-04,Chicago,Arizona,279047
2021-02-04,Chicago,Central,278285
2021-02-04,Chicago,Eastern,277570
2021-02-04,Chicago,Mountain,279047
2021-02-04,Chicago,Pacific,279930
2021-02-03,Boston,Arizona,69175
2021-02-03,Boston,Central,69181
2021-02-03,Boston,Eastern,69193
2021-02-03,Boston,Mountain,69175
2021-02-03,Boston,Pacific,69168
2021-02-03,Chicago,Arizona,272221
2021-02-03,Chicago,Central,272262
2021-02-03,Chicago,Eastern,272249
2021-02-03,Chicago,Mountain,272221
2021-02-03,Chicago,Pacific,272078
2021-02-02,Boston,Arizona,70380
2021-02-02,Boston,Central,70487
2021-02-02,Boston,Eastern,70598
2021-02-02,Boston,Mountain,70380
2021-02-02,Boston,Pacific,70271
2021-02-02,Chicago,Arizona,272274
2021-02-02,Chicago,Central,272198
2021-02-02,Chicago,Eastern,272133
2021-02-02,Chicago,Mountain,272274
2021-02-02,Chicago,Pacific,272376
2021-02-01,Boston,Arizona,74380
2021-02-01,Boston,Central,74504
2021-02-01,Boston,Eastern,74615
2021-02-01,Boston,Mountain,74380
2021-02-01,Boston,Pacific,74257
2021-02-01,Chicago,Arizona,267151
2021-02-01,Chicago,Central,266676
2021-02-01,Chicago,Eastern,266124
2021-02-01,Chicago,Mountain,267151
2021-02-01,Chicago,Pacific,267606
2021-01-31,Boston,Arizona,72464
2021-01-31,Boston,Central,72667
2021-01-31,Boston,Eastern,72866
2021-01-31,Boston,Mountain,72464
2021-01-31,Boston,Pacific,72262
2021-01-31,Chicago,Arizona,245644
2021-01-31,Chicago,Central,245834
2021-01-31,Chicago,Eastern,246126
2021-01-31,Chicago,Mountain,245644
2021-01-31,Chicago,Pacific,245536
2021-01-30,Boston,Arizona,74433
2021-01-30,Boston,Central,74451
2021-01-30,Boston,Eastern,74475
2021-01-30,Boston,Mountain,74433
2021-01-30,Boston,Pacific,74420
2021-01-30,Chicago,Arizona,257343
2021-01-30,Chicago,Central,257666
2021-01-30,Chicago,Eastern,258055
2021-01-30,Chicago,Mountain,257343
2021-01-30,Chicago,Pacific,257007
2021-01-29,Boston,Arizona,78788
2021-01-29,Boston,Central,78604
2021-01-29,Boston,Eastern,78402
2021-01-29,Boston,Mountain,78788
2021-01-29,Boston,Pacific,78948
2021-01-29,Chicago,Arizona,274693
2021-01-29,Chicago,Central,275126
2021-01-29,Chicago,Eastern,275545
2021-01-29,Chicago,Mountain,274693
2021-01-29,Chicago,Pacific,274291
2021-01-28,Boston,Arizona,71139
2021-01-28,Boston,Central,70803
2021-01-28,Boston,Eastern,70490
2021-01-28,Boston,Mountain,71139
2021-01-28,Boston,Pacific,71493
2021-01-28,Chicago,Arizona,285248
2021-01-28,Chicago,Central,285356
2021-01-28,Chicago,Eastern,285380
2021-01-28,Chicago,Mountain,285248
2021-01-28,Chicago,Pacific,285028
2021-01-27,Boston,Arizona,68701
2021-01-27,Boston,Central,68765
2021-01-27,Boston,Eastern,68823
2021-01-27,Boston,Mountain,68701
2021-01-27,Boston,Pacific,68633
2021-01-27,Chicago,Arizona,279787
2021-01-27,Chicago,Central,279249
2021-01-27,Chicago,Eastern,278770
2021-01-27,Chicago,Mountain,279787
2021-01-27,Chicago,Pacific,280379
2021-01-26,Boston,Arizona,69701
2021-01-26,Boston,Central,69755
2021-01-26,Boston,Eastern,69804
2021-01-26,Boston,Mountain,69701
2021-01-26,Boston,Pacific,69648
2021-01-26,Chicago,Arizona,275352
2021-01-26,Chicago,Central,275399
2021-01-26,Chicago,Eastern,275458
2021-01-26,Chicago,Mountain,275352
2021-01-26,Chicago,Pacific,275359
2021-01-25,Boston,Arizona,70428
2021-01-25,Boston,Central,70532
2021-01-25,Boston,Eastern,70623
2021-01-25,Boston,Mountain,70428
2021-01-25,Boston,Pacific,70316
2021-01-25,Chicago,Arizona,276358
2021-01-25,Chicago,Central,275661
2021-01-25,Chicago,Eastern,274800
2021-01-25,Chicago,Mountain,276358
2021-01-25,Chicago,Pacific,276979
2021-01-24,Boston,Arizona,67556
2021-01-24,Boston,Central,67614
2021-01-24,Boston,Eastern,67680
2021-01-24,Boston,Mountain,67556
2021-01-24,Boston,Pacific,67521
2021-01-24,Chicago,Arizona,241482
2021-01-24,Chicago,Central,241751
2021-01-24,Chicago,Eastern,242195
2021-01-24,Chicago,Mountain,241482
2021-01-24,Chicago,Pacific,241266
2021-01-23,Boston,Arizona,64898
2021-01-23,Boston,Central,64582
2021-01-23,Boston,Eastern,64271
2021-01-23,Boston,Mountain,64898
2021-01-23,Boston,Pacific,65204
2021-01-23,Chicago,Arizona,259361
2021-01-23,Chicago,Central,260357
2021-01-23,Chicago,Eastern,261289
2021-01-23,Chicago,Mountain,259361
2021-01-23,Chicago,Pacific,258392
2021-01-22,Boston,Arizona,65212
2021-01-22,Boston,Central,65257
2021-01-22,Boston,Eastern,65321
2021-01-22,Boston,Mountain,65212
2021-01-22,Boston,Pacific,65177
2021-01-22,Chicago,Arizona,278226
2021-01-22,Chicago,Central,277409
2021-01-22,Chicago,Eastern,276642
2021-01-22,Chicago,Mountain,278226
2021-01-22,Chicago,Pacific,278930
2021-01-21,Boston,Arizona,69741
2021-01-21,Boston,Central,69820
2021-01-21,Boston,Eastern,69874
2021-01-21,Boston,Mountain,69741
2021-01-21,Boston,Pacific,69647
2021-01-21,Chicago,Arizona,264777
2021-01-21,Chicago,Central,264859
2021-01-21,Chicago,Eastern,264992
2021-01-21,Chicago,Mountain,264777
2021-01-21,Chicago,Pacific,264799
2021-01-20,Boston,Arizona,67116
2021-01-20,Boston,Central,66989
2021-01-20,Boston,Eastern,66863
2021-01-20,Boston,Mountain,67116
2021-01-20,Boston,Pacific,67253
2021-01-20,Chicago,Arizona,277902
2021-01-20,Chicago,Central,278186
2021-01-20,Chicago,Eastern,278350
2021-01-20,Chicago,Mountain,277902
2021-01-20,Chicago,Pacific,277552
2021-01-19,Boston,Arizona,65809
2021-01-19,Boston,Central,65804
2021-01-19,Boston,Eastern,65788
2021-01-19,Boston,Mountain,65809
2021-01-19,Boston,Pacific,65801
2021-01-19,Chicago,Arizona,279270
2021-01-19,Chicago,Central,279042
2021-01-19,Chicago,Eastern,278816
2021-01-19,Chicago,Mountain,279270
2021-01-19,Chicago,Pacific,279485
2021-01-18,Boston,Arizona,62070
2021-01-18,Boston,Central,61953
2021-01-18,Boston,Eastern,61859
2021-01-18,Boston,Mountain,62070
2021-01-18,Boston,Pacific,62194
2021-01-18,Chicago,Arizona,264181
2021-01-18,Chicago,Central,263506
2021-01-18,Chicago,Eastern,262868
2021-01-18,Chicago,Mountain,264181
2021-01-18,Chicago,Pacific,264879
2021-01-17,Boston,Arizona,58936
2021-01-17,Boston,Central,58955
2021-01-17,Boston,Eastern,58968
2021-01-17,Boston,Mountain,58936
2021-01-17,Boston,Pacific,58912
2021-01-17,Chicago,Arizona,236061
2021-01-17,Chicago,Central,235842
2021-01-17,Chicago,Eastern,235614
2021-01-17,Chicago,Mountain,236061
2021-01-17,Chicago,Pacific,236353
2021-01-16,Boston,Arizona,59494
2021-01-16,Boston,Central,59487
2021-01-16,Boston,Eastern,59504
2021-01-16,Boston,Mountain,59494
2021-01-16,Boston,Pacific,59527
2021-01-16,Chicago,Arizona,242968
2021-01-16,Chicago,Central,243445
2021-01-16,Chicago,Eastern,243938
2021-01-16,Chicago,Mountain,242968
2021-01-16,Chicago,Pacific,242481
2021-01-15,Boston,Arizona,63197
2021-01-15,Boston,Central,63236
2021-01-15,Boston,Eastern,63265
2021-01-15,Boston,Mountain,63197
2021-01-15,Boston,Pacific,63142
2021-01-15,Chicago,Arizona,258322
2021-01-15,Chicago,Central,258306
2021-01-15,Chicago,Eastern,258341
2021-01-15,Chicago,Mountain,258322
2021-01-15,Chicago,Pacific,258330
2021-01-14,Boston,Arizona,65570
2021-01-14,Boston,Central,65586
2021-01-14,Boston,Eastern,65584
2021-01-14,Boston,Mountain,65570
2021-01-14,Boston,Pacific,65547
2021-01-14,Chicago,Arizona,260465
2021-01-14,Chicago,Central,260277
2021-01-14,Chicago,Eastern,260047
2021-01-14,Chicago,Mountain,260465
2021-01-14,Chicago,Pacific,260634
2021-01-13,Boston,Arizona,64811
2021-01-13,Boston,Central,64836
2021-01-13,Boston,Eastern,64868
2021-01-13,Boston,Mountain,64811
2021-01-13,Boston,Pacific,64791
2021-01-13,Chicago,Arizona,258880
2021-01-13,Chicago,Central,259168
2021-01-13,Chicago,Eastern,259438
2021-01-13,Chicago,Mountain,258880
2021-01-13,Chicago,Pacific,258613
2021-01-12,Boston,Arizona,66241
2021-01-12,Boston,Central,66327
2021-01-12,Boston,Eastern,66407
